"","class","x","y","z"
"6326","SplitCircle",97.2383011404736,32.0926472944569,"1"
"6327","SplitCircle",40.5610968964561,58.538518054463,"1"
"6328","SplitCircle",49.4772777418171,35.6780460701545,"1"
"6329","SplitCircle",107.931543986205,52.825782879375,"1"
"6330","SplitCircle",45.160131693535,39.827257543301,"1"
"6331","SplitCircle",106.969365439081,47.0055855922651,"1"
"6332","SplitCircle",84.1135202374757,28.6514807052325,"1"
"6333","SplitCircle",41.4395154689918,52.2272692200854,"1"
"6334","SplitCircle",68.7197954253617,23.489542812048,"1"
"6335","SplitCircle",109.463878760819,58.4530864496957,"1"
"6336","SplitCircle",39.0901605975387,56.3080811999456,"1"
"6337","SplitCircle",47.6768428207892,35.9198706643231,"1"
"6338","SplitCircle",108.908320335934,51.3001310651064,"1"
"6339","SplitCircle",89.1416431663718,28.5627707767049,"1"
"6340","SplitCircle",77.1001107368294,25.8590743325268,"1"
"6341","SplitCircle",56.0577251338788,29.2578819193849,"1"
"6342","SplitCircle",48.8353580623466,39.2324025844004,"1"
"6343","SplitCircle",45.7432562345138,40.1246012036029,"1"
"6344","SplitCircle",108.51551797975,51.5441621765134,"1"
"6345","SplitCircle",102.257731378435,44.0079839853316,"1"
"6346","SplitCircle",107.668116069525,56.2143918985996,"1"
"6347","SplitCircle",101.502484883428,35.0863836386405,"1"
"6348","SplitCircle",41.5984482984576,50.548313573438,"1"
"6349","SplitCircle",111.20458017941,59.842026715361,"1"
"6350","SplitCircle",103.590529049517,35.2253713049452,"1"
"6351","SplitCircle",107.130934124228,41.2317201313747,"1"
"6352","SplitCircle",107.101811559392,43.6715296285244,"1"
"6353","SplitCircle",59.0399369105944,28.2116797476044,"1"
"6354","SplitCircle",76.5745857154278,25.3249299882242,"1"
"6355","SplitCircle",53.6849506955467,29.3088085556189,"1"
"6356","SplitCircle",97.0295896697012,31.6609523013292,"1"
"6357","SplitCircle",41.8349898127226,57.7739256823676,"1"
"6358","SplitCircle",96.4712950476573,32.6559782007115,"1"
"6359","SplitCircle",72.4015271355074,27.9836386957325,"1"
"6360","SplitCircle",108.674696220858,51.5977122681062,"1"
"6361","SplitCircle",58.4489931803188,33.6563075083548,"1"
"6362","SplitCircle",106.094056082354,39.9996310604557,"1"
"6363","SplitCircle",71.819588215024,26.1021862901385,"1"
"6364","SplitCircle",47.1008446565102,39.9524231611196,"1"
"6365","SplitCircle",94.2433059009038,31.0693716334703,"1"
"6366","SplitCircle",54.6918153236268,30.3739326204532,"1"
"6367","SplitCircle",47.7554709893857,36.4416323838162,"1"
"6368","SplitCircle",99.3959865245523,33.7284073598456,"1"
"6369","SplitCircle",56.8170575275172,31.1036128390574,"1"
"6370","SplitCircle",42.0549153369265,59.1890860126092,"1"
"6371","SplitCircle",69.455879309837,26.0325615282853,"1"
"6372","SplitCircle",40.4199763666338,52.3464563096938,"1"
"6373","SplitCircle",101.848745762936,39.5245116324245,"1"
"6374","SplitCircle",101.18045732366,36.9269417042118,"1"
"6375","SplitCircle",76.6705485401311,26.793487795703,"1"
"6376","SplitCircle",79.2699689933791,25.2740000339471,"1"
"6377","SplitCircle",47.6922533661281,37.7996813242319,"1"
"6378","SplitCircle",109.781122457849,59.9332249564714,"1"
"6379","SplitCircle",50.377981411516,35.4723421322994,"1"
"6380","SplitCircle",42.5536879711149,40.9105380833737,"1"
"6381","SplitCircle",94.8754389643307,29.8114761754709,"1"
"6382","SplitCircle",52.3398193700432,31.1730012809054,"1"
"6383","SplitCircle",98.6405756877216,36.1022145161749,"1"
"6384","SplitCircle",94.8724906425672,30.889850958202,"1"
"6385","SplitCircle",53.7896959840043,30.0103301798278,"1"
"6386","SplitCircle",83.3521174138733,26.0984576583851,"1"
"6387","SplitCircle",46.5308022416336,45.8181873985217,"1"
"6388","SplitCircle",71.1703206035043,24.6898041978003,"1"
"6389","SplitCircle",70.1547258048524,28.2247278453967,"1"
"6390","SplitCircle",45.1159843951673,44.2439459718044,"1"
"6391","SplitCircle",88.9329741207089,25.7386966442539,"1"
"6392","SplitCircle",106.145051544448,42.0980335406003,"1"
"6393","SplitCircle",105.352395871871,39.4807718794664,"1"
"6394","SplitCircle",43.0640131692777,44.589037332978,"1"
"6395","SplitCircle",92.0210045854642,29.6068093730677,"1"
"6396","SplitCircle",49.4362609174733,38.1742193799876,"1"
"6397","SplitCircle",111.512952914087,51.9520620253124,"1"
"6398","SplitCircle",100.491781157234,35.9188919559158,"1"
"6399","SplitCircle",99.5283285986503,36.5602200628344,"1"
"6400","SplitCircle",87.6048955139411,25.9610603965023,"1"
"6401","SplitCircle",41.3187947874138,45.6476424014837,"1"
"6402","SplitCircle",37.3569816846335,56.1099724677773,"1"
"6403","SplitCircle",43.8425331311102,46.1538577802751,"1"
"6404","SplitCircle",81.6902141884339,26.2428724169721,"1"
"6405","SplitCircle",103.312885304982,40.5046927659454,"1"
"6406","SplitCircle",108.292491213295,51.1975278449737,"1"
"6407","SplitCircle",66.0720549879498,26.7269179421813,"1"
"6408","SplitCircle",108.715016901861,52.4205402979707,"1"
"6409","SplitCircle",71.7739776846329,22.9775564446903,"1"
"6410","SplitCircle",77.9533557623128,26.1749955159665,"1"
"6411","SplitCircle",109.024455449584,54.8117575455625,"1"
"6412","SplitCircle",64.4688059787381,25.5969719564872,"1"
"6413","SplitCircle",45.9214276339102,37.6307299982016,"1"
"6414","SplitCircle",64.6547102973849,27.7781953390444,"1"
"6415","SplitCircle",109.106541541304,57.0040673399449,"1"
"6416","SplitCircle",86.5146776195937,26.1177146137483,"1"
"6417","SplitCircle",109.511626353057,48.0357848773455,"1"
"6418","SplitCircle",109.523972514749,57.3798896464394,"1"
"6419","SplitCircle",46.1648475558803,44.2524397323707,"1"
"6420","SplitCircle",94.4870334652387,27.8863627383071,"1"
"6421","SplitCircle",97.3745282895369,30.3403220779873,"1"
"6422","SplitCircle",46.184360634248,42.0777967663121,"1"
"6423","SplitCircle",84.280290710094,26.3539952575662,"1"
"6424","SplitCircle",107.344292137216,58.9665872324488,"1"
"6425","SplitCircle",110.37006385693,54.1254949661214,"1"
"6426","SplitCircle",50.2204154994725,31.9622068318999,"1"
"6427","SplitCircle",106.682931237852,52.5630014087879,"1"
"6428","SplitCircle",108.00814935608,52.5855028423516,"1"
"6429","SplitCircle",60.7819399859197,29.0735035272658,"1"
"6430","SplitCircle",84.1374391232724,27.2733705541197,"1"
"6431","SplitCircle",81.8989277427976,28.8036561170254,"1"
"6432","SplitCircle",109.622032398108,51.0848041837167,"1"
"6433","SplitCircle",96.0730564656727,34.9926630972674,"1"
"6434","SplitCircle",47.1034303662394,38.9249423125592,"1"
"6435","SplitCircle",109.429276903254,49.8669127554695,"1"
"6436","SplitCircle",97.3991289326348,33.4942103115228,"1"
"6437","SplitCircle",108.058289406958,44.9135603808221,"1"
"6438","SplitCircle",57.821358182644,29.5501121396064,"1"
"6439","SplitCircle",41.0447372790051,57.7685026618792,"1"
"6440","SplitCircle",103.294065168836,37.7906861674999,"1"
"6441","SplitCircle",88.443392273913,28.3907253979024,"1"
"6442","SplitCircle",110.084094318599,46.3142286042808,"1"
"6443","SplitCircle",48.0142740444582,37.7546841971473,"1"
"6444","SplitCircle",110.512547785483,52.5810422368232,"1"
"6445","SplitCircle",47.5297310135757,37.8184506122302,"1"
"6446","SplitCircle",103.20974516026,48.4360916232078,"1"
"6447","SplitCircle",49.7877961654762,38.7843898488177,"1"
"6448","SplitCircle",89.5010428150833,28.8456469960328,"1"
"6449","SplitCircle",62.4047503934021,26.9644094500356,"1"
"6450","SplitCircle",44.5770078582519,51.8880080961927,"1"
"6451","SplitCircle",109.46950880588,48.1715577898299,"1"
"6452","SplitCircle",53.6369698050238,33.4297491094599,"1"
"6453","SplitCircle",104.864306972763,44.0204377673077,"1"
"6454","SplitCircle",97.245176177786,36.0780904543022,"1"
"6455","SplitCircle",50.1261403652033,38.5899946256086,"1"
"6456","SplitCircle",64.7071561937574,26.4592881853046,"1"
"6457","SplitCircle",109.170159782964,49.4421713032215,"1"
"6458","SplitCircle",102.987808610252,44.7912077247168,"1"
"6459","SplitCircle",55.2185744494097,32.9721094596296,"1"
"6460","SplitCircle",98.7476130887346,33.2053593243797,"1"
"6461","SplitCircle",95.448273106195,32.4362370323576,"1"
"6462","SplitCircle",67.5185342682877,22.490785000476,"1"
"6463","SplitCircle",92.2348636151605,27.4077521863886,"1"
"6464","SplitCircle",39.1090626700028,59.5928127631779,"1"
"6465","SplitCircle",102.32842093076,38.1214641643263,"1"
"6466","SplitCircle",65.0412557033218,26.0098265721706,"1"
"6467","SplitCircle",84.5716249025641,27.4364461959184,"1"
"6468","SplitCircle",70.5014933649398,24.3406021981617,"1"
"6469","SplitCircle",44.2267539715301,39.0629605780226,"1"
"6470","SplitCircle",111.604582838977,58.7729093041548,"1"
"6471","SplitCircle",57.3499286702475,31.1977013225999,"1"
"6472","SplitCircle",44.7093394093876,48.0254216406176,"1"
"6473","SplitCircle",84.9171370831733,26.605934681964,"1"
"6474","SplitCircle",41.2957559087414,48.3486190982671,"1"
"6475","SplitCircle",44.5184795474826,38.9800584103335,"1"
"6476","SplitCircle",107.577728726256,54.6009500973725,"1"
"6477","SplitCircle",39.8709152586643,54.5680083067694,"1"
"6478","SplitCircle",75.117225652572,24.6499446150378,"1"
"6479","SplitCircle",75.2953733671951,23.2102528191698,"1"
"6480","SplitCircle",103.20261886826,39.3436814854932,"1"
"6481","SplitCircle",56.4419118229218,30.9591972554208,"1"
"6482","SplitCircle",70.0751909519209,27.0866298817816,"1"
"6483","SplitCircle",63.4520494770389,27.7832641807894,"1"
"6484","SplitCircle",94.5314203817891,31.6134596611508,"1"
"6485","SplitCircle",108.521239074509,41.0114186205485,"1"
"6486","SplitCircle",40.6901265542618,42.1622369935699,"1"
"6487","SplitCircle",104.511330426438,41.6522464705242,"1"
"6488","SplitCircle",66.0537729906657,27.7846195882539,"1"
"6489","SplitCircle",43.0784197279149,57.2409045999284,"1"
"6490","SplitCircle",71.1738896062021,24.4331981158193,"1"
"6491","SplitCircle",47.3529064511844,41.3237040294563,"1"
"6492","SplitCircle",57.4589677301114,25.8101525359511,"1"
"6493","SplitCircle",49.672749499985,37.8120471072328,"1"
"6494","SplitCircle",109.959640711541,56.189819967452,"1"
"6495","SplitCircle",67.5382859030134,19.9741603077152,"1"
"6496","SplitCircle",105.991333708302,47.7171473871266,"1"
"6497","SplitCircle",55.412088913348,30.4395352101883,"1"
"6498","SplitCircle",42.8666777008392,51.112794982501,"1"
"6499","SplitCircle",68.3074028207781,25.1146919462227,"1"
"6500","SplitCircle",67.0780379435174,27.2545335866539,"1"
"6501","SplitCircle",73.1499320627168,24.9328141704587,"1"
"6502","SplitCircle",58.5384303084075,29.6183639250375,"1"
"6503","SplitCircle",65.8920906412769,28.047602721911,"1"
"6504","SplitCircle",108.918336879992,51.297561117093,"1"
"6505","SplitCircle",107.186517182037,42.8140003532005,"1"
"6506","SplitCircle",37.6502506046719,58.245163735469,"1"
"6507","SplitCircle",42.069907959779,59.1549489364425,"1"
"6508","SplitCircle",95.8092265907086,32.3249728389047,"1"
"6509","SplitCircle",46.061012312249,37.3659733210516,"1"
"6510","SplitCircle",56.5416649695282,32.2495067229381,"1"
"6511","SplitCircle",84.5658356339956,30.2949974466505,"1"
"6512","SplitCircle",85.6991300065775,28.1530275527441,"1"
"6513","SplitCircle",43.5285420072052,48.3770837951596,"1"
"6514","SplitCircle",45.2676428379591,41.3995076971695,"1"
"6515","SplitCircle",98.1300925752532,34.544682052872,"1"
"6516","SplitCircle",104.775046327987,40.9507404826052,"1"
"6517","SplitCircle",40.9539691739897,55.3181116334596,"1"
"6518","SplitCircle",43.9790817839115,42.613223853642,"1"
"6519","SplitCircle",90.9610076926145,29.46940816864,"1"
"6520","SplitCircle",42.6481025867296,42.4927970847649,"1"
"6521","SplitCircle",108.876910372677,58.923538120282,"1"
"6522","SplitCircle",102.686240671604,37.8825369624502,"1"
"6523","SplitCircle",42.5566522504072,50.9843669475886,"1"
"6524","SplitCircle",109.900093178357,54.6221262112491,"1"
"6525","SplitCircle",42.8912677512729,46.2514447613438,"1"
"6526","SplitCircle",59.7347338924801,31.3384996050729,"1"
"6527","SplitCircle",101.843788438182,37.8795561354369,"1"
"6528","SplitCircle",111.75413641378,58.909162697011,"1"
"6529","SplitCircle",109.912184532927,51.1269480307323,"1"
"6530","SplitCircle",48.7727525638764,36.5006667561399,"1"
"6531","SplitCircle",108.030194520322,56.5342150976706,"1"
"6532","SplitCircle",47.0563250161385,36.1254109535934,"1"
"6533","SplitCircle",86.4857086565675,26.8125205816291,"1"
"6534","SplitCircle",48.2250426953897,38.5261870823115,"1"
"6535","SplitCircle",112.257815853554,56.0840457570428,"1"
"6536","SplitCircle",88.8148016524675,29.1021574490495,"1"
"6537","SplitCircle",103.173518547375,38.4752975339165,"1"
"6538","SplitCircle",38.2891998256944,56.0508236144216,"1"
"6539","SplitCircle",67.7253961931806,24.841365987705,"1"
"6540","SplitCircle",81.3535815311006,26.0499373349494,"1"
"6541","SplitCircle",46.9474144610543,40.1376622834416,"1"
"6542","SplitCircle",105.830969867696,42.3357904090609,"1"
"6543","SplitCircle",103.529753936023,38.4231165640909,"1"
"6544","SplitCircle",91.0383667939515,28.8595866012231,"1"
"6545","SplitCircle",80.6889473877262,23.462564238652,"1"
"6546","SplitCircle",108.084128324101,48.8852420530684,"1"
"6547","SplitCircle",64.4470412461371,27.7322543991705,"1"
"6548","SplitCircle",109.034156018511,48.8759231167919,"1"
"6549","SplitCircle",43.5892236667329,55.7475138526828,"1"
"6550","SplitCircle",66.041387560257,25.55807490951,"1"
"6551","SplitCircle",105.830931844046,41.9115997236949,"1"
"6552","SplitCircle",72.9805175912025,25.3961905982144,"1"
"6553","SplitCircle",107.83999183786,54.3393530717696,"1"
"6554","SplitCircle",103.941304889217,41.3914674243532,"1"
"6555","SplitCircle",112.130363529941,56.1956956258626,"1"
"6556","SplitCircle",84.1008822075379,27.3603193386574,"1"
"6557","SplitCircle",55.6311728760012,35.1554483512185,"1"
"6558","SplitCircle",81.9790344000273,24.4603985495535,"1"
"6559","SplitCircle",77.5738345314972,25.8488183272945,"1"
"6560","SplitCircle",87.6300263286865,28.181348128039,"1"
"6561","SplitCircle",49.4404090099475,38.8477523406341,"1"
"6562","SplitCircle",40.2885543425013,55.7871589875226,"1"
"6563","SplitCircle",81.309906635287,24.5046254837179,"1"
"6564","SplitCircle",97.0313221252397,33.9479024496995,"1"
"6565","SplitCircle",59.2484780800284,29.7673787004136,"1"
"6566","SplitCircle",48.7065547580949,34.475348105242,"1"
"6567","SplitCircle",65.4724574008873,26.7077298270421,"1"
"6568","SplitCircle",89.1160530803453,28.2351626040796,"1"
"6569","SplitCircle",73.9954704153404,25.9534832849332,"1"
"6570","SplitCircle",107.682866374396,44.0877360821707,"1"
"6571","SplitCircle",97.4217031435765,35.0981758849589,"1"
"6572","SplitCircle",105.997821887395,41.1604382284218,"1"
"6573","SplitCircle",40.688728658645,48.4329778817548,"1"
"6574","SplitCircle",68.3262899043929,26.3569404005785,"1"
"6575","SplitCircle",92.2298615708343,28.0807958823297,"1"
"6576","SplitCircle",97.923051602615,31.6215680644656,"1"
"6577","SplitCircle",49.8362162451788,34.4467295723742,"1"
"6578","SplitCircle",67.5402350175533,22.7014036709077,"1"
"6579","SplitCircle",68.4610093266869,28.6175386003313,"1"
"6580","SplitCircle",61.4749415355114,29.6222213195541,"1"
"6581","SplitCircle",42.2917214406894,56.1402969255666,"1"
"6582","SplitCircle",48.6348962920483,36.6001931236766,"1"
"6583","SplitCircle",47.6331111890115,34.542401702332,"1"
"6584","SplitCircle",108.28086066583,42.6824625331496,"1"
"6585","SplitCircle",89.4196601261262,27.3062539477927,"1"
"6586","SplitCircle",40.0113426953223,50.2638969466775,"1"
"6587","SplitCircle",75.4006589382914,25.2196199663868,"1"
"6588","SplitCircle",110.568137767708,56.8944463945132,"1"
"6589","SplitCircle",80.5450976171816,24.8705947663985,"1"
"6590","SplitCircle",108.735201269307,57.1138041275811,"1"
"6591","SplitCircle",109.503097379145,58.0166058089001,"1"
"6592","SplitCircle",42.9803906183348,46.3754929572623,"1"
"6593","SplitCircle",38.2765301159234,54.7930926424767,"1"
"6594","SplitCircle",43.4369628120086,48.9405968279514,"1"
"6595","SplitCircle",46.3587287122991,46.1172474624548,"1"
"6596","SplitCircle",108.462915237103,46.3167773371122,"1"
"6597","SplitCircle",100.911585333746,38.3345517893049,"1"
"6598","SplitCircle",55.6699922187077,31.6100810488603,"1"
"6599","SplitCircle",58.6187481180598,27.5424859200402,"1"
"6600","SplitCircle",107.46790240126,50.4072197804407,"1"
"6601","SplitCircle",64.801502625683,27.0539781842416,"1"
"6602","SplitCircle",38.313459266963,53.524570750116,"1"
"6603","SplitCircle",107.90795205081,45.9228199928999,"1"
"6604","SplitCircle",72.2212795965018,24.2946748923735,"1"
"6605","SplitCircle",40.9985425013523,52.6113455398737,"1"
"6606","SplitCircle",81.033227638057,27.2562910112431,"1"
"6607","SplitCircle",84.9313860929503,28.7868380654331,"1"
"6608","SplitCircle",89.2154680688188,28.3839083283705,"1"
"6609","SplitCircle",66.3802058591711,22.9879053877484,"1"
"6610","SplitCircle",108.385441734178,48.4327283153708,"1"
"6611","SplitCircle",58.2900217961102,28.9662026909965,"1"
"6612","SplitCircle",46.2480175682898,39.1793870954167,"1"
"6613","SplitCircle",105.161498545694,43.4117200325267,"1"
"6614","SplitCircle",75.0861367931167,27.0982437926998,"1"
"6615","SplitCircle",110.358339625341,43.5121354530582,"1"
"6616","SplitCircle",55.8085007978831,31.4938038956009,"1"
"6617","SplitCircle",77.0973165148844,25.5116146924068,"1"
"6618","SplitCircle",100.665292372093,40.3703034643042,"1"
"6619","SplitCircle",53.1187809889551,33.1614124041919,"1"
"6620","SplitCircle",92.3040526502018,30.0043260000244,"1"
"6621","SplitCircle",71.8024319050151,25.5312625553514,"1"
"6622","SplitCircle",65.6424110448554,29.0647189938841,"1"
"6623","SplitCircle",47.5436579020305,34.198737000732,"1"
"6624","SplitCircle",112.352637659371,55.3143773930831,"1"
"6625","SplitCircle",60.5678997290383,26.9819369265747,"1"
"6626","SplitCircle",103.686997419299,42.9939840402054,"1"
"6627","SplitCircle",53.1359216796749,31.3096838667745,"1"
"6628","SplitCircle",98.3289648041351,34.4067059558975,"1"
"6629","SplitCircle",108.426793025908,51.38013615174,"1"
"6630","SplitCircle",52.0003576456151,30.960855709299,"1"
"6631","SplitCircle",51.4923267805894,36.6150915527881,"1"
"6632","SplitCircle",104.453756233333,42.5533312408232,"1"
"6633","SplitCircle",101.470189519201,38.8161253378716,"1"
"6634","SplitCircle",106.842563106055,45.4011639718096,"1"
"6635","SplitCircle",92.427188486758,32.4009299538118,"1"
"6636","SplitCircle",58.6780306272053,30.236661019627,"1"
"6637","SplitCircle",79.7210727129686,24.2363648523391,"1"
"6638","SplitCircle",102.378130607948,37.0920868337123,"1"
"6639","SplitCircle",108.131700135793,54.7880141241647,"1"
"6640","SplitCircle",43.4358327882667,43.0257595166508,"1"
"6641","SplitCircle",78.8967532655443,28.8920742090627,"1"
"6642","SplitCircle",109.150266039478,55.1761784241045,"1"
"6643","SplitCircle",93.3608946917384,28.9534225986772,"1"
"6644","SplitCircle",90.3932513232364,29.6713645008368,"1"
"6645","SplitCircle",100.75620596147,36.3822405658275,"1"
"6646","SplitCircle",100.808814707215,40.0670678389949,"1"
"6647","SplitCircle",97.2661726654117,31.3669248602952,"1"
"6648","SplitCircle",93.9546845916835,33.9398203109469,"1"
"6649","SplitCircle",42.3993603231967,48.6663923117399,"1"
"6650","SplitCircle",49.5675637133652,36.5151809925851,"1"
"6651","SplitCircle",108.233022103588,48.7318448106838,"1"
"6652","SplitCircle",50.4835809315932,36.7835319965079,"1"
"6653","SplitCircle",84.9915487503492,23.6018755952557,"1"
"6654","SplitCircle",100.245721920053,38.9735212662069,"1"
"6655","SplitCircle",110.373316169322,59.2528581142541,"1"
"6656","SplitCircle",105.452054620251,57.0946192160913,"1"
"6657","SplitCircle",99.7426583526221,35.2400619807766,"1"
"6658","SplitCircle",102.521175944564,37.1595924434662,"1"
"6659","SplitCircle",93.9266241600517,32.5130087656175,"1"
"6660","SplitCircle",40.409776704445,49.8195436562156,"1"
"6661","SplitCircle",40.1640063438311,53.1843899934542,"1"
"6662","SplitCircle",75.9290805771346,23.547346757111,"1"
"6663","SplitCircle",104.144447994756,43.0102762386987,"1"
"6664","SplitCircle",102.809344226979,41.2423604710998,"1"
"6665","SplitCircle",101.660861485437,41.6901965954005,"1"
"6666","SplitCircle",74.6204811674111,25.4857920472499,"1"
"6667","SplitCircle",106.926466333132,51.6837784274021,"1"
"6668","SplitCircle",46.2044658419591,38.3403808291478,"1"
"6669","SplitCircle",67.1982161149066,25.7709470070785,"1"
"6670","SplitCircle",36.8974372183396,56.2707250258764,"1"
"6671","SplitCircle",44.2375779565485,47.3457620701109,"1"
"6672","SplitCircle",52.8441178912622,30.6514735507002,"1"
"6673","SplitCircle",106.987875440962,47.8744933743166,"1"
"6674","SplitCircle",103.706247962316,44.1009636029124,"1"
"6675","SplitCircle",92.750564041471,28.8420522782929,"1"
"6676","SplitCircle",42.1710908124616,58.824904784564,"1"
"6677","SplitCircle",42.7934752507091,51.0864978077916,"1"
"6678","SplitCircle",71.2682086433605,26.305694020398,"1"
"6679","SplitCircle",100.215318327619,35.2728273229633,"1"
"6680","SplitCircle",42.4906952291083,51.9065722425837,"1"
"6681","SplitCircle",48.8249035920928,34.3942862832993,"1"
"6682","SplitCircle",43.3125587977523,50.0879757908352,"1"
"6683","SplitCircle",58.8091831645768,28.6039821791449,"1"
"6684","SplitCircle",110.139634757349,57.7029859559223,"1"
"6685","SplitCircle",106.897249950491,50.0895364203954,"1"
"6686","SplitCircle",41.072519268975,54.5839166655512,"1"
"6687","SplitCircle",43.0621479013192,48.2934401231744,"1"
"6688","SplitCircle",79.9957551567935,23.9049890005442,"1"
"6689","SplitCircle",45.7374796189043,36.8151266490216,"1"
"6690","SplitCircle",101.990680911441,40.2602723644344,"1"
"6691","SplitCircle",95.1993238278311,29.7238403845187,"1"
"6692","SplitCircle",71.7411074776419,25.2657142873129,"1"
"6693","SplitCircle",101.896990970044,42.5729077418225,"1"
"6694","SplitCircle",71.5599718081149,26.3090226948748,"1"
"6695","SplitCircle",91.3921313424537,28.2951553601269,"1"
"6696","SplitCircle",73.8692124068454,24.8004987033689,"1"
"6697","SplitCircle",50.1058000133098,40.9669469439462,"1"
"6698","SplitCircle",81.5861149889462,24.739338019227,"1"
"6699","SplitCircle",97.3849337205588,31.8280163692913,"1"
"6700","SplitCircle",41.2066101496869,52.8416477325823,"1"
"6701","SplitCircle",108.783534259094,56.7589172567822,"1"
"6702","SplitCircle",41.2340499728245,42.6615558151513,"1"
"6703","SplitCircle",81.1920257334169,25.6892556141031,"1"
"6704","SplitCircle",60.9011588947229,27.9882629318114,"1"
"6705","SplitCircle",49.3379083825976,38.7553789095934,"1"
"6706","SplitCircle",95.9847216025922,34.5525474883737,"1"
"6707","SplitCircle",105.294415795636,47.6494120171879,"1"
"6708","SplitCircle",42.5406290257978,48.7091540395423,"1"
"6709","SplitCircle",85.7803831980429,24.5620589413696,"1"
"6710","SplitCircle",47.9672707009787,33.8217543136495,"1"
"6711","SplitCircle",110.11104808531,47.2553117996957,"1"
"6712","SplitCircle",92.9677254849624,27.7183686981284,"1"
"6713","SplitCircle",69.9571026197889,25.7253942901869,"1"
"6714","SplitCircle",93.4584811483477,32.4478597483305,"1"
"6715","SplitCircle",80.6895688396487,25.9639858003463,"1"
"6716","SplitCircle",84.2954054201638,30.0269626026816,"1"
"6717","SplitCircle",76.4579798002874,25.5014842113881,"1"
"6718","SplitCircle",82.1212768482773,23.1927469920018,"1"
"6719","SplitCircle",98.5327422123448,33.8275200995612,"1"
"6720","SplitCircle",58.1705936036105,27.4493997130855,"1"
"6721","SplitCircle",101.121437571719,35.6157823079515,"1"
"6722","SplitCircle",46.820912969677,41.2778593391628,"1"
"6723","SplitCircle",44.0076529447822,38.6836177012799,"1"
"6724","SplitCircle",65.3675467009357,26.4739056292533,"1"
"6725","SplitCircle",70.5993746132765,26.7533056576207,"1"
"6726","SplitCircle",109.731172397905,54.8837338528038,"1"
"6727","SplitCircle",82.5554973291957,28.1621242107423,"1"
"6728","SplitCircle",59.4773072390909,27.1911358794173,"1"
"6729","SplitCircle",110.752274164392,59.9251205026046,"1"
"6730","SplitCircle",43.5243184511019,45.953198283911,"1"
"6731","SplitCircle",107.554898626047,49.3027896860092,"1"
"6732","SplitCircle",109.770733344148,49.2167063716011,"1"
"6733","SplitCircle",49.4467393347892,38.4821564775782,"1"
"6734","SplitCircle",108.380401348725,56.897517580847,"1"
"6735","SplitCircle",91.9659323387782,28.6613954354903,"1"
"6736","SplitCircle",48.1236067814166,38.6521696469654,"1"
"6737","SplitCircle",109.10103808265,47.3043860103489,"1"
"6738","SplitCircle",90.7274209651638,29.0664937686829,"1"
"6739","SplitCircle",93.7066790743041,28.3182738802183,"1"
"6740","SplitCircle",54.2945693913588,30.8646287546729,"1"
"6741","SplitCircle",89.0400896399804,31.6543396565946,"1"
"6742","SplitCircle",84.5867732141352,28.426403055641,"1"
"6743","SplitCircle",95.9406234740783,29.5880929949781,"1"
"6744","SplitCircle",39.2591049848445,55.3961221604367,"1"
"6745","SplitCircle",56.1182289829635,32.2684049125713,"1"
"6746","SplitCircle",44.1214590553282,48.4119680856904,"1"
"6747","SplitCircle",39.1896367032899,52.6817494751686,"1"
"6748","SplitCircle",51.5625247552131,35.6703692345851,"1"
"6749","SplitCircle",42.0501271785507,41.6753979748289,"1"
"6750","SplitCircle",44.5810188593546,37.8018288080074,"1"
"6751","SplitCircle",43.9962061467264,49.2397277644773,"1"
"6752","SplitCircle",45.9061041837768,42.9307127081662,"1"
"6753","SplitCircle",88.0809178167092,29.5679848113073,"1"
"6754","SplitCircle",41.8707957450155,45.9101831937394,"1"
"6755","SplitCircle",48.2033797197689,40.6309778583213,"1"
"6756","SplitCircle",102.119571557489,43.1129855909178,"1"
"6757","SplitCircle",108.137279553,41.3357216450684,"1"
"6758","SplitCircle",39.0445869684046,53.6665608942173,"1"
"6759","SplitCircle",81.2718438311608,24.3213753377399,"1"
"6760","SplitCircle",107.978098739184,51.7103549675136,"1"
"6761","SplitCircle",40.0529344843402,58.413063041015,"1"
"6762","SplitCircle",110.885075656464,58.2135351077961,"1"
"6763","SplitCircle",75.5311138640875,26.9261222599552,"1"
"6764","SplitCircle",82.9556331428271,26.1075937118498,"1"
"6765","SplitCircle",87.9756789137169,27.2104571243919,"1"
"6766","SplitCircle",49.5665400076131,32.3897175267327,"1"
"6767","SplitCircle",97.9624741088939,32.3219135313738,"1"
"6768","SplitCircle",57.5916118760885,27.438031926652,"1"
"6769","SplitCircle",47.889193152628,37.5321111456049,"1"
"6770","SplitCircle",53.5884601684879,34.4555696813415,"1"
"6771","SplitCircle",40.5622908870228,58.0927205249752,"1"
"6772","SplitCircle",70.5888566937782,27.7978685403632,"1"
"6773","SplitCircle",57.4785381447182,28.1022096059327,"1"
"6774","SplitCircle",99.1059873494552,31.7655381194878,"1"
"6775","SplitCircle",86.1046934001302,26.9075695346481,"1"
"6776","SplitCircle",68.8036025803503,27.0489029793901,"1"
"6777","SplitCircle",38.4348935000146,57.8084187719063,"1"
"6778","SplitCircle",40.0043129868288,56.1302577203671,"1"
"6779","SplitCircle",101.655053136297,38.2219081220218,"1"
"6780","SplitCircle",87.0827356139838,25.3615175134125,"1"
"6781","SplitCircle",43.8778646201523,46.6610357381975,"1"
"6782","SplitCircle",54.2048978162684,29.7316225772801,"1"
